Date,RealEstate_Return,Airlines_Return,Market_Return,Energy_Return,Financials_Return,Industrials_Return,Tech_Return,Defensive_Return,Healthcare_Return,ConsumerCyclical_Return,VIX,RealEstate_Return_Volatility,Airlines_Return_Volatility,Market_Return_Volatility,Energy_Return_Volatility,Financials_Return_Volatility,Industrials_Return_Volatility,Tech_Return_Volatility,Defensive_Return_Volatility,Healthcare_Return_Volatility,ConsumerCyclical_Return_Volatility,VIX_Volatility,COVID_new_cases,COVID_new_deaths,COVID_total_cases,COVID_total_deaths,COVID_stringency_index,COVID_containment_health_index,COVID_new_cases_ma,COVID_new_deaths_ma,COVID_negative_news_intensity,News_Negative_News_Raw,News_Positive_News_Raw,News_News_Sentiment_Normalized,News_Negative_News_Normalized,News_Positive_News_Normalized,News_News_Intensity_Normalized,News_News_Sentiment_Change,News_News_Shock_Indicator,News_Dominant_Tone,Time_Trend,Avg_Correlation
2020-01-31,0.02737621330164952,-0.06313777441012736,-0.009665341486110646,-0.11786067193874561,-0.036036015698688084,-0.022888843532569703,0.020772913501818646,0.01120369126268117,-0.02927637170954589,-0.012528493155547826,0.5108259622416873,0.006644230560600608,0.015331927460271899,0.007552682176879915,0.010913317837960752,0.009219511881210259,0.008834600647268709,0.011671312821065287,0.005585948881298619,0.007730712808402914,0.006420270788287422,0.08980725212961832,0.25806451612903225,0.0,1.8387096774193548,0.0,0.0,2.1112902,0.29714285714285715,0.0,2.720426094898392e-07,8.129062898378518e-07,0.0,-3.289040906931982e-07,3.289040906931982e-07,0.0,3.289040906931982e-07,-7.058672266018409e-08,6.157565168228825e-08,0.0,0,0.5
2020-02-29,-0.07581680682337089,-0.19906159161210557,-0.07916569480022184,-0.1528818772978664,-0.11248349803892577,-0.09900116419844562,-0.07300967119485657,-0.08214627782513573,-0.06586630320130749,-0.07572606702999529,1.1289809068734007,0.016986642144360457,0.0258546214578177,0.015716699301224848,0.022362348200832754,0.016521517971370425,0.016024266305936813,0.020568666496653364,0.012379233846926734,0.014897479778396278,0.0154752979094946,0.15177014032487243,2.103448275862069,0.034482758620689655,28.75862068965517,0.034482758620689655,7.1831036,15.495517,1.600985221674877,0.0049261083743842365,0.03591773504748956,0.021554742617812435,0.0,-0.012756115992250728,0.012756115992250728,0.0,0.012756115992250728,-0.0005797131261129784,0.0005797120558325175,0.0,1,0.5
2020-03-31,-0.1963242257683886,-0.3836820234674434,-0.12487129019593024,-0.3437095149992456,-0.21035929874556691,-0.18625950051862417,-0.08577946166192085,-0.05532096055100588,-0.038873616229408214,-0.14913324223335278,0.3348292221593674,0.06594343558082642,0.08767402243716217,0.05647663520788642,0.08656228085522795,0.07245149397024495,0.06399775959857446,0.06529803463075363,0.05030751119465401,0.05116583320480129,0.05503680185265673,0.17942983753110403,5583.032258064516,107.29032258064517,31942.25806451613,500.6774193548387,45.864193,42.02032,3571.119815668203,58.69124423963133,0.23520641362599265,0.4916424564166371,0.2150537634408602,-0.2431016109119172,0.3149223248706015,0.07182071395868429,0.3867430388292858,0.009292874217768842,0.07305807066456574,-0.3225806451612903,2,0.5
2020-04-30,0.09314376235814259,0.031228700820555177,0.1269836512861815,0.3076397595304263,0.0946208016972736,0.08812062400819265,0.13736506534931858,0.06958006285919516,0.12587481840596704,0.18882529702545936,-0.362159115765444,0.036268997142887414,0.05088024766073171,0.02545175712245235,0.04509529453807502,0.03537239320341424,0.028124105260045384,0.030608383025612824,0.01774123322105134,0.02268065179729203,0.027260035966050103,0.0728323600606499,28572.1,1904.4666666666667,613263.5333333333,30786.3,72.69001,64.344,27936.209523809524,1773.2047619047619,0.39356973154177444,0.392838590977411,0.19333333333333333,-0.15304740107964193,0.2606587708277372,0.10761136974809529,0.3682701405758325,-0.013937955498804585,0.05336438612474578,-0.6,3,0.5
2020-05-31,0.018014439632875856,-0.006583159590341392,0.04764537465109142,0.020000101609640497,0.027204722278882265,0.05388550050269281,0.07176406723393591,0.016649347970395967,0.0328890555090835,0.06509440061518745,-0.1944363396869917,0.023749038253052305,0.05173959041567012,0.01411533601434459,0.03378990723082682,0.027028572986360775,0.02452655180831073,0.014176738047109012,0.010686733602298151,0.011330205099158993,0.016740746632992774,0.07405249923751203,24358.58064516129,1447.225806451613,1439196.0,86661.2258064516,72.69,64.88,24897.294930875574,1520.1336405529953,0.3891279864401227,0.3025296187706398,0.39699860019407623,-0.031648299550224156,0.20523425095967612,0.17358595140945196,0.3788202023691281,0.006420958949031948,0.016981393574457094,-0.16129032258064516,4,0.5
2020-06-30,0.02471603643299325,0.10337965005005922,0.01773413185812167,-0.010955687648895651,-0.005228150022527078,0.019728389702104554,0.06949069013589027,-0.002246365298564923,-0.024425914819365513,0.030738700013360543,0.10614322253724806,0.024479111755878784,0.061005987851479336,0.018106983661629984,0.03816972942831477,0.02936843747016303,0.02536871053256859,0.018240787550388916,0.01292421956006473,0.01658816576757431,0.017769836536581308,0.11873701129568791,27373.033333333333,764.1666666666666,2149989.1,117256.06666666667,70.711334,64.166,25324.52857142857,783.9,0.38241237940954564,0.2980429294673739,0.40758168743018514,0.013696630319829125,0.19764031245331284,0.21133694277314197,0.40897725522645484,-0.006940704584419807,0.01727246171922443,0.03333333333333333,5,0.5
2020-07-31,0.04123853178514114,-0.0726726484901502,0.05889235723228792,-0.0480845213718859,0.03846175085878989,0.04410477401630164,0.0568473637917839,0.06923621611956898,0.054561969308555724,0.0727432204929297,-0.19618801054325652,0.011718214924530072,0.02624513267319129,0.008219634221870959,0.02531456064154306,0.01414794629384847,0.012465379976626787,0.014208357649256721,0.006475402035456581,0.00840894475120666,0.010398097607487385,0.06119634963052001,60781.54838709677,926.3548387096774,3537380.3225806453,141527.32258064515,68.98,64.88,59008.24884792627,903.7096774193549,0.408973799765524,0.5038890947201823,0.0,-0.32877051132233476,0.33276733300361544,0.003996821681280644,0.33676415468489607,-0.004278072126447813,0.023333235440645,-1.0,6,0.5
2020-08-31,0.0023153770867065937,0.15025900418529692,0.06979669986556458,-0.010546625659123232,0.042863098291366475,0.08476210073966506,0.11880860155797124,0.04593301034525421,0.025869376197359628,0.09554702993390185,0.07972202926930305,0.009860534497607718,0.022730758163497906,0.005157640185631158,0.01633455260028764,0.01069493975419817,0.009348379717342353,0.010673503330195977,0.00577019578208633,0.005877353455232302,0.006480596061117469,0.05020182424558569,49178.645161290326,1026.8064516129032,5327955.129032258,174264.87096774194,68.98,64.88,50774.52995391705,1043.2442396313363,0.3967424239895989,0.3791834879514064,0.587692461742128,-0.018756955508915728,0.25998246921307056,0.2412255137041548,0.5012079829172252,0.012975423562641178,0.023265262658392138,0.0,7,0.5
2020-09-30,-0.023413683564806997,-0.04842343462906118,-0.03744375035342007,-0.14606649603942845,-0.03422250774184088,-0.006821985386274987,-0.05335098015537554,-0.0167476992915937,-0.021804847685982343,-0.01863358845818963,-0.001514540265422748,0.01623265856069957,0.02142211560264517,0.015407670144909485,0.020188713024129768,0.014646456495012847,0.015293052272327185,0.02337971292271572,0.010869081455364514,0.013012052120456821,0.014873308146688434,0.07565440552123716,40056.833333333336,712.0333333333333,6624659.066666666,200240.86666666667,67.21933,63.19267,40358.24761904762,746.395238095238,0.3783231685369471,0.33856610993638936,0.500632239845783,0.03997759824189326,0.2279346970485431,0.26791229529043636,0.49584699233897944,-0.010340970003374658,0.013220502449992804,0.13333333333333333,8,0.5
2020-10-31,-0.029183472027903945,0.0011835696930231343,-0.024933223046851194,-0.04106834259762304,-0.008724592007153587,-0.01441882425492147,-0.050042858111858046,-0.028705253315133406,-0.03621518800032819,-0.027282697767274322,0.4417898842535253,0.012036561784073653,0.0221220817028591,0.012822665375329962,0.02364801957494759,0.013525985675218372,0.01405307471368254,0.017245983557801544,0.009016848127038967,0.012251995835815422,0.013725697245317577,0.0667937447469345,58566.354838709674,756.3870967741935,8046056.580645162,221587.03225806452,66.2,61.9,54759.3870967742,722.4700460829492,0.3927385784307892,0.4682323521765117,0.0,-0.2670289839329211,0.26783211005203833,0.0008031261191172178,0.26863523617115553,-0.011261598737924977,0.00933843078570935,-1.0,9,0.5
